assessment_id,predictor_row_key_t,target_row_key_t_plus_1,ticker,target_year,class_label,candidate_id,source_id,block,evidence_id,assessment_status,usability_flag,definition_contract_gap,prediction_cutoff,cutoff_resolvable,g01,g02,g03,g04,g05,g06,g07,g08,failure_reason,reviewer_status
assess_بالبر_1396_بالبر_1397_cand_m4_audit_lag_days,بالبر|1396,بالبر|1397,بالبر,1397,positive,cand_m4_audit_lag_days,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بالبر_1396_بالبر_1397_cand_m4_board_size,بالبر|1396,بالبر|1397,بالبر,1397,positive,cand_m4_board_size,src_m4_codal_governance,M4,ev_src_m4_codal_governance_cand_m4_board_size,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بموتو_1396_بموتو_1397_cand_m2_equity_return_window,بموتو|1396,بموتو|1397,بموتو,1397,positive,cand_m2_equity_return_window,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بموتو_1396_بموتو_1397_cand_m2_realized_volatility,بموتو|1396,بموتو|1397,بموتو,1397,positive,cand_m2_realized_volatility,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بموتو_1396_بموتو_1397_cand_m2_amihud_illiquidity,بموتو|1396,بموتو|1397,بموتو,1397,positive,cand_m2_amihud_illiquidity,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بموتو_1396_بموتو_1397_cand_m3_cpi_inflation,بموتو|1396,بموتو|1397,بموتو,1397,positive,cand_m3_cpi_inflation,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بموتو_1396_بموتو_1397_cand_m3_fx_change_official,بموتو|1396,بموتو|1397,بموتو,1397,positive,cand_m3_fx_change_official,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بموتو_1396_بموتو_1397_cand_m3_policy_financing_rate,بموتو|1396,بموتو|1397,بموتو,1397,positive,cand_m3_policy_financing_rate,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بموتو_1396_بموتو_1397_cand_m4_audit_opinion_type,بموتو|1396,بموتو|1397,بموتو,1397,positive,cand_m4_audit_opinion_type,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بموتو_1396_بموتو_1397_cand_m4_going_concern_flag,بموتو|1396,بموتو|1397,بموتو,1397,positive,cand_m4_going_concern_flag,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بموتو_1396_بموتو_1397_cand_m4_audit_lag_days,بموتو|1396,بموتو|1397,بموتو,1397,positive,cand_m4_audit_lag_days,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بموتو_1396_بموتو_1397_cand_m4_board_size,بموتو|1396,بموتو|1397,بموتو,1397,positive,cand_m4_board_size,src_m4_codal_governance,M4,ev_src_m4_codal_governance_cand_m4_board_size,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_ثنوسا_1396_ثنوسا_1397_cand_m2_equity_return_window,ثنوسا|1396,ثنوسا|1397,ثنوسا,1397,positive,cand_m2_equity_return_window,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_ثنوسا_1396_ثنوسا_1397_cand_m2_realized_volatility,ثنوسا|1396,ثنوسا|1397,ثنوسا,1397,positive,cand_m2_realized_volatility,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_ثنوسا_1396_ثنوسا_1397_cand_m2_amihud_illiquidity,ثنوسا|1396,ثنوسا|1397,ثنوسا,1397,positive,cand_m2_amihud_illiquidity,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_ثنوسا_1396_ثنوسا_1397_cand_m3_cpi_inflation,ثنوسا|1396,ثنوسا|1397,ثنوسا,1397,positive,cand_m3_cpi_inflation,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_ثنوسا_1396_ثنوسا_1397_cand_m3_fx_change_official,ثنوسا|1396,ثنوسا|1397,ثنوسا,1397,positive,cand_m3_fx_change_official,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_ثنوسا_1396_ثنوسا_1397_cand_m3_policy_financing_rate,ثنوسا|1396,ثنوسا|1397,ثنوسا,1397,positive,cand_m3_policy_financing_rate,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_ثنوسا_1396_ثنوسا_1397_cand_m4_audit_opinion_type,ثنوسا|1396,ثنوسا|1397,ثنوسا,1397,positive,cand_m4_audit_opinion_type,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_ثنوسا_1396_ثنوسا_1397_cand_m4_going_concern_flag,ثنوسا|1396,ثنوسا|1397,ثنوسا,1397,positive,cand_m4_going_concern_flag,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_ثنوسا_1396_ثنوسا_1397_cand_m4_audit_lag_days,ثنوسا|1396,ثنوسا|1397,ثنوسا,1397,positive,cand_m4_audit_lag_days,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_ثنوسا_1396_ثنوسا_1397_cand_m4_board_size,ثنوسا|1396,ثنوسا|1397,ثنوسا,1397,positive,cand_m4_board_size,src_m4_codal_governance,M4,ev_src_m4_codal_governance_cand_m4_board_size,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_ختوقا_1396_ختوقا_1397_cand_m2_equity_return_window,ختوقا|1396,ختوقا|1397,ختوقا,1397,positive,cand_m2_equity_return_window,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_ختوقا_1396_ختوقا_1397_cand_m2_realized_volatility,ختوقا|1396,ختوقا|1397,ختوقا,1397,positive,cand_m2_realized_volatility,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_ختوقا_1396_ختوقا_1397_cand_m2_amihud_illiquidity,ختوقا|1396,ختوقا|1397,ختوقا,1397,positive,cand_m2_amihud_illiquidity,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_ختوقا_1396_ختوقا_1397_cand_m3_cpi_inflation,ختوقا|1396,ختوقا|1397,ختوقا,1397,positive,cand_m3_cpi_inflation,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_ختوقا_1396_ختوقا_1397_cand_m3_fx_change_official,ختوقا|1396,ختوقا|1397,ختوقا,1397,positive,cand_m3_fx_change_official,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_ختوقا_1396_ختوقا_1397_cand_m3_policy_financing_rate,ختوقا|1396,ختوقا|1397,ختوقا,1397,positive,cand_m3_policy_financing_rate,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_ختوقا_1396_ختوقا_1397_cand_m4_audit_opinion_type,ختوقا|1396,ختوقا|1397,ختوقا,1397,positive,cand_m4_audit_opinion_type,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_ختوقا_1396_ختوقا_1397_cand_m4_going_concern_flag,ختوقا|1396,ختوقا|1397,ختوقا,1397,positive,cand_m4_going_concern_flag,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_ختوقا_1396_ختوقا_1397_cand_m4_audit_lag_days,ختوقا|1396,ختوقا|1397,ختوقا,1397,positive,cand_m4_audit_lag_days,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_ختوقا_1396_ختوقا_1397_cand_m4_board_size,ختوقا|1396,ختوقا|1397,ختوقا,1397,positive,cand_m4_board_size,src_m4_codal_governance,M4,ev_src_m4_codal_governance_cand_m4_board_size,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بترانس_1396_بترانس_1397_cand_m2_equity_return_window,بترانس|1396,بترانس|1397,بترانس,1397,negative,cand_m2_equity_return_window,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بترانس_1396_بترانس_1397_cand_m2_realized_volatility,بترانس|1396,بترانس|1397,بترانس,1397,negative,cand_m2_realized_volatility,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بترانس_1396_بترانس_1397_cand_m2_amihud_illiquidity,بترانس|1396,بترانس|1397,بترانس,1397,negative,cand_m2_amihud_illiquidity,src_m2_tsetmc_market,M2,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بترانس_1396_بترانس_1397_cand_m3_cpi_inflation,بترانس|1396,بترانس|1397,بترانس,1397,negative,cand_m3_cpi_inflation,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بترانس_1396_بترانس_1397_cand_m3_fx_change_official,بترانس|1396,بترانس|1397,بترانس,1397,negative,cand_m3_fx_change_official,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بترانس_1396_بترانس_1397_cand_m3_policy_financing_rate,بترانس|1396,بترانس|1397,بترانس,1397,negative,cand_m3_policy_financing_rate,src_m3_cbi_macro,M3,ev_src_m3_cbi_macro,UNRESOLVED,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
assess_بترانس_1396_بترانس_1397_cand_m4_audit_opinion_type,بترانس|1396,بترانس|1397,بترانس,1397,negative,cand_m4_audit_opinion_type,src_m4_codal_audit,M4,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,FAIL,false,feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved,,false,UNRESOLVED,PASS,PASS,UNRESOLVED,FAIL,UNRESOLVED,UNRESOLVED,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit,automated_not_human_reviewed
