claim_id,manuscript_section,scope,manuscript_claim,canonical_source_path,canonical_source_field_or_row,exact_committed_value,source_sha256,limitation_present,status
CTM-148,"4.1 Data construction, verification and provenance",stage122_target_qc,The panel holds 98 positive target states.,project/stage122/stage122_qc_report.json,target_counts.1,98,4e637d936c118e2a42a82432d5993428c368bf4c3fb44ce7d370f826cb0ee16a,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-149,"4.1 Data construction, verification and provenance",stage122_target_qc,"The panel holds 1,205 negative target states.",project/stage122/stage122_qc_report.json,target_counts.0,1205,4e637d936c118e2a42a82432d5993428c368bf4c3fb44ce7d370f826cb0ee16a,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-150,"4.1 Data construction, verification and provenance",stage122_target_qc,The panel holds 28 unknown target states.,project/stage122/stage122_qc_report.json,target_counts.missing,28,4e637d936c118e2a42a82432d5993428c368bf4c3fb44ce7d370f826cb0ee16a,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-151,Abstract; 4 Data and Sample; 4.1 Data construction,stage122_target_qc,No unknown target state was converted into a negative observation.,project/stage122/stage122_qc_report.json,assertions.no_missing_target_converted_to_zero,true,4e637d936c118e2a42a82432d5993428c368bf4c3fb44ce7d370f826cb0ee16a,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-152,"4.1 Data construction, verification and provenance",stage122_target_qc,"All 1,331 rows were preserved through the target-construction QC stage.",project/stage122/stage122_qc_report.json,"rows_before, rows_after, assertions.rows_preserved",1331 -> 1331; rows_preserved=true,4e637d936c118e2a42a82432d5993428c368bf4c3fb44ce7d370f826cb0ee16a,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-153,"4.1 Data construction, verification and provenance",stage122_target_qc,Every exclusion carries an explicit recorded reason.,project/stage122/stage122_qc_report.json,exclusion_reason_counts_row,"{""consolidated_or_unresolved_statement"": 95, ""financial_industry"": 43, ""non_12_month_period"": 6, ""pre_listing"": 19, ""source_not_traceable"": 28, ""unresolved_target"": 28}",4e637d936c118e2a42a82432d5993428c368bf4c3fb44ce7d370f826cb0ee16a,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-154,4.1 Data construction; 12 Discussion,stage122_target_qc,"A source file is recorded for 1,303 of the 1,331 rows.",project/stage122/stage122_qc_report.json,eligibility_counts.eligible_source_quality,1303,4e637d936c118e2a42a82432d5993428c368bf4c3fb44ce7d370f826cb0ee16a,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-155,4.1 Data construction; 12 Discussion,stage122_target_qc,"A source file is absent for 28 rows, a documented provenance gap.",project/stage122/stage122_qc_report.json,exclusion_reason_counts_row.source_not_traceable,28,4e637d936c118e2a42a82432d5993428c368bf4c3fb44ce7d370f826cb0ee16a,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-156,"4.1 Data construction, verification and provenance",stage122_target_qc,The Part 1 data contract records the same source-file coverage.,project/stage125/README_STAGE125_PART1_DATA_CONTRACT.md,M1 provenance gap counts: source_file present/missing,1303/28,34fc241c4e9cc99983a5e05b8468f12bd1cde1c18b0318b158ac10285a481c2b,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-157,Abstract; 3 Institutional Context; 4.1 Data construction; 13 Limitations,prespecified_analysis_plan,Row-level publication timestamps were not collected for this panel.,project/stage125/part4_statistical_analysis_plan_stage125.json,row_level_publish_datetime_collection_required,false,8763bc094561ce63da2f9f621b8278a1c9836c8cbc2aeaace934e439d6e79d6e,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-158,3 Institutional Context; 4.1 Data construction,prespecified_analysis_plan,Predictor admission uses a prespecified fixed four-month regulatory lag.,project/stage125/part4_statistical_analysis_plan_stage125.json,"active_availability_lag_months, active_availability_method",4; fixed_regulatory_lag,8763bc094561ce63da2f9f621b8278a1c9836c8cbc2aeaace934e439d6e79d6e,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-159,4 Data and Sample,model_eligible_pairs,"1,200 one-year-ahead company-year pairs are constructible.",project/stage122/stage122_qc_report.json,pairs_total,1200,4e637d936c118e2a42a82432d5993428c368bf4c3fb44ce7d370f826cb0ee16a,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-160,4 Data and Sample,model_eligible_pairs,"1,054 pairs satisfy every recorded eligibility rule.",project/stage122/stage122_qc_report.json,pairs_final_eligible,1054,4e637d936c118e2a42a82432d5993428c368bf4c3fb44ce7d370f826cb0ee16a,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-161,4.1 Data construction; 12 Discussion,upstream_source_panel,"The data-construction and QC evidence is descriptive provenance evidence, not a scientific result.",project/stage130/manuscript_evidence_package/manuscript_claim_freeze.md,C12 preamble,"DESCRIPTIVE/PROVENANCE, not a result",2607811c34ee36891bce68484f3f86cd6254682324d1da9035604f6d9460131f,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-162,12 Discussion; 15 Reproducibility,upstream_source_panel,The company panel is restricted-access and not openly redistributable.,project/stage130/manuscript_evidence_package/manuscript_claim_freeze.md,C12 mandatory accompanying limitation,"the company panel is restricted-access, not openly redistributable",2607811c34ee36891bce68484f3f86cd6254682324d1da9035604f6d9460131f,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-163,1 Introduction; 4 Data and Sample; 4.1 Data construction; 12 Discussion,upstream_source_panel,"Table 9 reproduces every data-construction and QC value with its scope, meaning, limitation and canonical source.",project/stage130/manuscript_evidence_package/manuscript_results_tables/table_9_data_construction_and_qc.csv,all rows,32 rows across 6 scope labels,60c8a5ea03ccf49098e1ba1ef3a11b8d7aab1946b757ba90bc8aba0ff3ade70f,yes,TRACED_EXACT_COMMITTED_VALUE
