column_name,definition,data_type,unit,column_role,model_eligibility,source_block,source_provider_or_author_derived,temporal_reference,missing_value_semantics,derivation_or_formula,authoritative_source_path,authoritative_source_field_or_section,definition_status,limitations
target_row_key_matched,"Stage123 row key read back from the joined t+1 outcome row, for the pair identity audit.",string,not_applicable,provenance_audit,audit_only_never_a_predictor_feature,M1_derived_stage125_part3c,author_assigned_key_or_label,target_fiscal_year_t_plus_1,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"row['target_row_key_matched'] = tgt['row_key'], where tgt is the single Stage123 row matched by target_row_key_t_plus_1.",project/src/stage125_part3c_leakage_safe_dataset_finalization.py,build_design_rows() :: row['target_row_key_matched'] = tgt['row_key'],frozen_generator_code,Identity audit only. It proves the pair joined to the company-year it claims to; it says nothing about the company and is never a predictor feature.
target_row_ticker,"Ticker read back from the joined t+1 outcome row, for the pair identity audit.",string,not_applicable,provenance_audit,audit_only_never_a_predictor_feature,M1_derived_stage125_part3c,author_assigned_key_or_label,target_fiscal_year_t_plus_1,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"row['target_row_ticker'] = tgt['ticker'], where tgt is the single Stage123 row matched by target_row_key_t_plus_1.",project/src/stage125_part3c_leakage_safe_dataset_finalization.py,build_design_rows() :: row['target_row_ticker'] = tgt['ticker'],frozen_generator_code,Identity audit only. It proves the pair joined to the company-year it claims to; it says nothing about the company and is never a predictor feature.
audit_status_clean,Standardized audit-status classification of the predictor row's filing.,string,not_applicable,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_upstream_source_panel,provider_CODAL_label_compiled_by_the_authors,publication,"316 rows carry audit_status_unknown — a recorded coverage gap, not an imputed value. Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",Copied byte-for-byte from the joined Stage123 predictor row for fiscal year t; the Part 3C builder copies this column and never recomputes it.,project/stage125/data_dictionary_stage125.csv,"row variable_name=audit_status_clean (source_id src_m1_codal_audit, provenance_status in_use_partial_gap)",committed_dictionary,"Eligibility bookkeeping, not a measurement of the company. Eligibility is recorded per dimension and the counts are NOT additive: one row may fail more than one rule. It is a status label, not the structured audit-opinion variable: the M4 structured audit block was never admitted to the study and no M4 field is in this release."
data_quality_flag,The upstream source workbook's own data-quality flag for the predictor row.,string,not_applicable,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_upstream_source_panel,author_derived_from_committed_project_rules,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.","Existing data-quality flag from the source workbook, carried forward unchanged.",project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=data_quality_flag (role quality_metadata),committed_dictionary,"Eligibility bookkeeping, not a measurement of the company. Eligibility is recorded per dimension and the counts are NOT additive: one row may fail more than one rule. An upstream label, retained for audit. It does not drive any eligibility decision in this study."
eligible_accounting_quality,Predictor-year accounting-quality eligibility: whether the balance-sheet identity reconciles within tolerance.,boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage123_eligibility,author_derived_from_committed_project_rules,predictor_fiscal_year_t,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"rel = |total_assets - (total_liabilities + equity)| / max(|total_assets|, 1); 0 where rel is present and > 0.005, else 1.",project/src/stage123.py,rebuild_eligibility() :: el['eligible_accounting_quality'],frozen_generator_code,"Eligibility bookkeeping, not a measurement of the company. Eligibility is recorded per dimension and the counts are NOT additive: one row may fail more than one rule. A row whose components are missing cannot produce a residual and is therefore NOT marked ineligible by this rule — 1 here can mean 'reconciles' or 'was not evaluable'. The identity check was evaluable on 1,312 of 1,331 upstream rows."
eligible_annual_period,Predictor-year period eligibility: whether the statement covers a standard 12-month annual period.,boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage123_eligibility,author_derived_from_committed_project_rules,predictor_fiscal_year_t,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"0 where non_12_month_period_flag == '1', else 1.",project/src/stage123.py,rebuild_eligibility() :: el['eligible_annual_period'],frozen_generator_code,"Eligibility bookkeeping, not a measurement of the company. Eligibility is recorded per dimension and the counts are NOT additive: one row may fail more than one rule. 6 non-12-month-period rows are excluded on this ground."
eligible_company_expanded,"Whether the company is inside the EXPANDED company scope, which readmits operating holdings but still excludes financial/investment firms.",boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage123_eligibility,author_derived_from_committed_project_rules,company_constant,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"Read from the explicit, version-controlled nine-company COMPANY_SAMPLE_MAPPING; defaults to 1 for any ticker not listed there. No keyword re-guessing.",project/src/stage123.py,COMPANY_SAMPLE_MAPPING; rebuild_eligibility() :: el['eligible_company_expanded'],frozen_generator_code,"Eligibility bookkeeping, not a measurement of the company. Eligibility is recorded per dimension and the counts are NOT additive: one row may fail more than one rule. It defines the prespecified company-scope robustness surfaces, not the primary sample."
eligible_company_main,"Whether the company is inside the MAIN company scope, which excludes financial/investment firms and operating holdings.",boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage123_eligibility,author_derived_from_committed_project_rules,company_constant,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"Read from the explicit, version-controlled nine-company COMPANY_SAMPLE_MAPPING; defaults to 1 for any ticker not listed there. No keyword re-guessing.",project/src/stage123.py,COMPANY_SAMPLE_MAPPING; rebuild_eligibility() :: el['eligible_company_main'],frozen_generator_code,"Eligibility bookkeeping, not a measurement of the company. Eligibility is recorded per dimension and the counts are NOT additive: one row may fail more than one rule. Company-constant, so it varies across companies and never within one. 43 rows are excluded from the main scope on financial-industry grounds."
eligible_listing,Predictor-year listing eligibility under the Stage123 baseline: 1 unless the row is marked pre-listing.,boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage123_eligibility,author_derived_from_committed_project_rules,predictor_fiscal_year_t,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"0 where ocf_resolution_status == 'pre_listing_missing_excluded', else 1.",project/src/stage123.py,rebuild_eligibility() :: el['eligible_listing'],frozen_generator_code,"Eligibility bookkeeping, not a measurement of the company. Eligibility is recorded per dimension and the counts are NOT additive: one row may fail more than one rule. This is the Stage123 baseline listing rule; the Gate B listing rules that actually define the four locked designs are separate and are recorded in the pair-level columns. 19 pre-listing rows are excluded on this ground."
eligible_source_quality,Predictor-year source-traceability eligibility: whether both a source file and a unit were recorded.,boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage123_eligibility,author_derived_from_committed_project_rules,predictor_fiscal_year_t,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"0 where source_file is blank OR unit is blank, else 1.",project/src/stage123.py,rebuild_eligibility() :: el['eligible_source_quality'],frozen_generator_code,"Eligibility bookkeeping, not a measurement of the company. Eligibility is recorded per dimension and the counts are NOT additive: one row may fail more than one rule. It tests whether a filename and a unit were recorded, not whether the filing was independently re-verified."
eligible_statement_type,Predictor-year statement-scope eligibility: whether the row's statement is a valid separate/parent-company statement.,boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage123_eligibility,author_derived_from_committed_project_rules,predictor_fiscal_year_t,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"Set to 1 for every row in Stage123: the data owner confirmed every numeric value comes from the annual separate/parent company statements, so the prior consolidated / unknown labels were file-title artifacts and the scope was corrected to annual_separate_company_user_confirmed.",project/src/stage123.py,rebuild_eligibility() :: el['eligible_statement_type'] = 1,frozen_generator_code,"Eligibility bookkeeping, not a measurement of the company. Eligibility is recorded per dimension and the counts are NOT additive: one row may fail more than one rule. Constant at 1 after the Stage123 scope correction, so it carries no discriminating information in the released files. The 95 rows excluded on consolidated-or-unresolved-scope grounds were excluded under the earlier Stage122 rule, which is retained as history."
eligible_target,Whether the predictor row's OWN FD_target_main is determinate (0 or 1) rather than unknown.,boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage123_eligibility,author_derived_from_committed_project_rules,predictor_fiscal_year_t,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"0 where the row's own FD_target_main is missing, else 1. Recorded as a column only; Stage123 deliberately does NOT make it a predictor-eligibility condition.",project/src/stage123.py,"rebuild_eligibility() :: el['eligible_target'] (# column only, NOT predictor)",frozen_generator_code,"Eligibility bookkeeping, not a measurement of the company. Eligibility is recorded per dimension and the counts are NOT additive: one row may fail more than one rule. It describes the year-t target, not the t+1 outcome the pair predicts; valid_target_t_plus_1 is the column that governs pair admission."
exclusion_flag,The upstream source workbook's standardized exclusion flag for the predictor row.,boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_upstream_source_panel,author_derived_from_committed_project_rules,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",Standardized source exclusion flag; the Stage121 dictionary records that it is NOT automatically applied in all_rows.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=exclusion_flag (role quality_filter),committed_dictionary,"Eligibility bookkeeping, not a measurement of the company. Eligibility is recorded per dimension and the counts are NOT additive: one row may fail more than one rule. An upstream flag that this study does not act on. Do not read it as the study's exclusion decision; that lives in the pair_final_eligible_* columns."
gross_profit_resolution_status,"Why the predictor row's gross profit is present or absent: observed, pre-listing excluded, or deferred unresolved.",categorical,not_applicable,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_upstream_source_panel,author_derived_from_committed_project_rules,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.","Observed, pre-listing excluded, or deferred unresolved.",project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=gross_profit_resolution_status (role missingness_metadata),committed_dictionary,"Eligibility bookkeeping, not a measurement of the company. Eligibility is recorded per dimension and the counts are NOT additive: one row may fail more than one rule. It explains gross-profit missingness; it does not remove it."
manual_review_required_clean,Standardized flag: the upstream panel marked the predictor row as requiring manual review.,boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_upstream_source_panel,author_derived_from_committed_project_rules,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.","Standardized manual-review flag, carried forward unchanged.",project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=manual_review_required_clean (role quality_filter),committed_dictionary,"Eligibility bookkeeping, not a measurement of the company. Eligibility is recorded per dimension and the counts are NOT additive: one row may fail more than one rule. It records that a review was flagged, not that one was performed or what it concluded."
model_exclusion_reason_expanded,Pipe-separated reasons the predictor year failed EXPANDED-scope Stage123 eligibility.,string,not_applicable,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage123_eligibility,author_derived_from_committed_project_rules,predictor_fiscal_year_t,"Empty string when the row is eligible. Empty means 'no exclusion reason', never 'unknown'.","Joins with ' | ' the tokens pre_listing, non_12_month_period, source_not_traceable, accounting_quality_issue for each failed dimension, plus financial_company where eligible_company_expanded == 0.",project/src/stage123.py,"rebuild_eligibility() :: el['model_exclusion_reason_expanded'], reason_map",frozen_generator_code,"Eligibility bookkeeping, not a measurement of the company. Eligibility is recorded per dimension and the counts are NOT additive: one row may fail more than one rule. A row may carry more than one reason, so reason counts do not sum to the excluded-row count."
model_exclusion_reason_main,Pipe-separated reasons the predictor year failed MAIN-scope Stage123 eligibility.,string,not_applicable,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage123_eligibility,author_derived_from_committed_project_rules,predictor_fiscal_year_t,"Empty string when the row is eligible. Empty means 'no exclusion reason', never 'unknown'.","Joins with ' | ' the tokens pre_listing, non_12_month_period, source_not_traceable, accounting_quality_issue for each failed dimension, plus financial_or_holding_company where eligible_company_main == 0.",project/src/stage123.py,"rebuild_eligibility() :: el['model_exclusion_reason_main'], reason_map",frozen_generator_code,"Eligibility bookkeeping, not a measurement of the company. Eligibility is recorded per dimension and the counts are NOT additive: one row may fail more than one rule. A row may carry more than one reason, so reason counts do not sum to the excluded-row count."
non_12_month_period_flag,Flag: the predictor row's source period is not a standard 12-month period.,boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_upstream_source_panel,author_derived_from_committed_project_rules,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",1 when the source period is not a standard 12-month period.,project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=non_12_month_period_flag (role quality_filter),committed_dictionary,"Eligibility bookkeeping, not a measurement of the company. Eligibility is recorded per dimension and the counts are NOT additive: one row may fail more than one rule. It is the input to eligible_annual_period; 6 rows are excluded on this ground."
ocf_resolution_status,"Why the predictor row's operating cash flow is present or absent: observed, pre-listing excluded, source unavailable in CODAL, or deferred unresolved.",categorical,not_applicable,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_upstream_source_panel,author_derived_from_committed_project_rules,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.","Observed, pre-listing excluded, source unavailable in Codal, or deferred unresolved.",project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=ocf_resolution_status (role missingness_metadata),committed_dictionary,"Eligibility bookkeeping, not a measurement of the company. Eligibility is recorded per dimension and the counts are NOT additive: one row may fail more than one rule. Its pre_listing_missing_excluded value is also the controlled marker that drives eligible_listing, so it is doing two jobs at once."
pair_exclusion_reason_expanded,Why the pair failed the Stage123 BASELINE expanded-scope rule.,string,not_applicable,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage123_pair_construction,author_derived_from_committed_project_rules,pair_t_to_t_plus_1,"Empty string when the pair is eligible. Empty means 'no exclusion reason', never 'unknown'.","Joins with ' | ' the tokens 'predictor_not_eligible:<model_exclusion_reason_expanded>' and 'target_t+1_missing', each emitted only when the corresponding condition failed.",project/src/stage123.py,"build_pairs123() :: reason(r.pe_exp, r.rsn_exp)",frozen_generator_code,"Gate B pair-level eligibility bookkeeping for one of the four locked sample designs. It describes sample membership, not company condition, and it is never a predictor feature. HISTORICAL baseline reason string; the Gate B reason columns govern the locked designs."
pair_exclusion_reason_expanded_gate_b_primary,Why the pair failed Gate B eligibility for expanded_rule_a_company_scope_robustness.,string,not_applicable,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage124_gate_b,author_derived_from_committed_project_rules,pair_t_to_t_plus_1,"Empty string when the pair is eligible. Empty means 'no exclusion reason', never 'unknown'.","Semicolon-joined failure tokens for expanded_rule_a_company_scope_robustness: company_scope_expanded where the company scope excludes the firm, the name of each failed base flag, and 'listing_' + the listing exclusion reason or status.",project/src/stage124_gate_b_execution.py,PAIR_REASON_COLS['expanded_rule_a_company_scope_robustness']; build_company_year() :: reasons,frozen_generator_code,"Gate B pair-level eligibility bookkeeping for one of the four locked sample designs. It describes sample membership, not company condition, and it is never a predictor feature. A pair may carry more than one token, so token counts do not sum to the excluded pair count."
pair_exclusion_reason_expanded_gate_b_robustness,Why the pair failed Gate B eligibility for expanded_rule_b_combined_robustness.,string,not_applicable,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage124_gate_b,author_derived_from_committed_project_rules,pair_t_to_t_plus_1,"Empty string when the pair is eligible. Empty means 'no exclusion reason', never 'unknown'.","Semicolon-joined failure tokens for expanded_rule_b_combined_robustness: company_scope_expanded where the company scope excludes the firm, the name of each failed base flag, and 'listing_' + the listing exclusion reason or status.",project/src/stage124_gate_b_execution.py,PAIR_REASON_COLS['expanded_rule_b_combined_robustness']; build_company_year() :: reasons,frozen_generator_code,"Gate B pair-level eligibility bookkeeping for one of the four locked sample designs. It describes sample membership, not company condition, and it is never a predictor feature. A pair may carry more than one token, so token counts do not sum to the excluded pair count."
pair_exclusion_reason_main,Why the pair failed the Stage123 BASELINE main-scope rule.,string,not_applicable,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage123_pair_construction,author_derived_from_committed_project_rules,pair_t_to_t_plus_1,"Empty string when the pair is eligible. Empty means 'no exclusion reason', never 'unknown'.","Joins with ' | ' the tokens 'predictor_not_eligible:<model_exclusion_reason_main>' and 'target_t+1_missing', each emitted only when the corresponding condition failed.",project/src/stage123.py,"build_pairs123() :: reason(r.pe_main, r.rsn_main)",frozen_generator_code,"Gate B pair-level eligibility bookkeeping for one of the four locked sample designs. It describes sample membership, not company condition, and it is never a predictor feature. HISTORICAL baseline reason string; the Gate B reason columns govern the locked designs."
pair_exclusion_reason_main_gate_b_primary,Why the pair failed Gate B eligibility for main_rule_a_primary.,string,not_applicable,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage124_gate_b,author_derived_from_committed_project_rules,pair_t_to_t_plus_1,"Empty string when the pair is eligible. Empty means 'no exclusion reason', never 'unknown'.","Semicolon-joined failure tokens for main_rule_a_primary: company_scope_main where the company scope excludes the firm, the name of each failed base flag, and 'listing_' + the listing exclusion reason or status.",project/src/stage124_gate_b_execution.py,PAIR_REASON_COLS['main_rule_a_primary']; build_company_year() :: reasons,frozen_generator_code,"Gate B pair-level eligibility bookkeeping for one of the four locked sample designs. It describes sample membership, not company condition, and it is never a predictor feature. A pair may carry more than one token, so token counts do not sum to the excluded pair count."
pair_exclusion_reason_main_gate_b_robustness,Why the pair failed Gate B eligibility for main_rule_b_listing_robustness.,string,not_applicable,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage124_gate_b,author_derived_from_committed_project_rules,pair_t_to_t_plus_1,"Empty string when the pair is eligible. Empty means 'no exclusion reason', never 'unknown'.","Semicolon-joined failure tokens for main_rule_b_listing_robustness: company_scope_main where the company scope excludes the firm, the name of each failed base flag, and 'listing_' + the listing exclusion reason or status.",project/src/stage124_gate_b_execution.py,PAIR_REASON_COLS['main_rule_b_listing_robustness']; build_company_year() :: reasons,frozen_generator_code,"Gate B pair-level eligibility bookkeeping for one of the four locked sample designs. It describes sample membership, not company condition, and it is never a predictor feature. A pair may carry more than one token, so token counts do not sum to the excluded pair count."
pair_final_eligible_expanded,"Stage123 BASELINE pair eligibility under the expanded company scope, before the Gate B listing rules.",boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage123_pair_construction,author_derived_from_committed_project_rules,pair_t_to_t_plus_1,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"1 if predictor_eligible_expanded_t == 1 AND valid_target_t_plus_1 == 1, else 0.",project/src/stage123.py,build_pairs123() :: pex,frozen_generator_code,"Gate B pair-level eligibility bookkeeping for one of the four locked sample designs. It describes sample membership, not company condition, and it is never a predictor feature. HISTORICAL baseline; see pair_final_eligible_main."
pair_final_eligible_expanded_gate_b_primary,Gate B pair eligibility for the company-scope robustness design (expanded_rule_a_company_scope_robustness): the expanded company scope combined with listing rule_a.,boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage124_gate_b,author_derived_from_committed_project_rules,pair_t_to_t_plus_1,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"Pair-level rollup of the Gate B predictor eligibility predictor_eligible_expanded_gate_b_primary, which is 1 only when eligible_company_expanded == 1 AND every base flag (eligible_statement_type, eligible_annual_period, eligible_source_quality, eligible_accounting_quality) == 1 AND the listing rule rule_a holds (first_observed_trading_date <= fiscal_year_end).",project/src/stage124_gate_b_execution.py,SAMPLE_DESIGNS['expanded_rule_a_company_scope_robustness']; PREDICTOR_COLS; OTHER_BASE_FLAGS; build_company_year(),frozen_generator_code,"Gate B pair-level eligibility bookkeeping for one of the four locked sample designs. It describes sample membership, not company condition, and it is never a predictor feature. It defines membership of expanded_rule_a_company_scope_robustness only. The listing dates come from the official TSE API as first_observed_trading_date; an unresolved listing date is treated as not eligible, not as eligible-by-default."
pair_final_eligible_expanded_gate_b_robustness,Gate B pair eligibility for the combined robustness design (expanded_rule_b_combined_robustness): the expanded company scope combined with listing rule_b.,boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage124_gate_b,author_derived_from_committed_project_rules,pair_t_to_t_plus_1,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"Pair-level rollup of the Gate B predictor eligibility predictor_eligible_expanded_gate_b_robustness, which is 1 only when eligible_company_expanded == 1 AND every base flag (eligible_statement_type, eligible_annual_period, eligible_source_quality, eligible_accounting_quality) == 1 AND the listing rule rule_b holds (first_observed_trading_date <= fiscal_year_start).",project/src/stage124_gate_b_execution.py,SAMPLE_DESIGNS['expanded_rule_b_combined_robustness']; PREDICTOR_COLS; OTHER_BASE_FLAGS; build_company_year(),frozen_generator_code,"Gate B pair-level eligibility bookkeeping for one of the four locked sample designs. It describes sample membership, not company condition, and it is never a predictor feature. It defines membership of expanded_rule_b_combined_robustness only. The listing dates come from the official TSE API as first_observed_trading_date; an unresolved listing date is treated as not eligible, not as eligible-by-default."
pair_final_eligible_main,"Stage123 BASELINE pair eligibility under the main company scope, before the Gate B listing rules.",boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage123_pair_construction,author_derived_from_committed_project_rules,pair_t_to_t_plus_1,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"1 if predictor_eligible_main_t == 1 AND valid_target_t_plus_1 == 1, else 0.",project/src/stage123.py,build_pairs123() :: pem,frozen_generator_code,"Gate B pair-level eligibility bookkeeping for one of the four locked sample designs. It describes sample membership, not company condition, and it is never a predictor feature. HISTORICAL baseline. The four locked designs are governed by the pair_final_eligible_*_gate_b_* columns, not by this one."
pair_final_eligible_main_gate_b_primary,Gate B pair eligibility for the PRIMARY design (main_rule_a_primary): the main company scope combined with listing rule_a.,boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage124_gate_b,author_derived_from_committed_project_rules,pair_t_to_t_plus_1,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"Pair-level rollup of the Gate B predictor eligibility predictor_eligible_main_gate_b_primary, which is 1 only when eligible_company_main == 1 AND every base flag (eligible_statement_type, eligible_annual_period, eligible_source_quality, eligible_accounting_quality) == 1 AND the listing rule rule_a holds (first_observed_trading_date <= fiscal_year_end).",project/src/stage124_gate_b_execution.py,SAMPLE_DESIGNS['main_rule_a_primary']; PREDICTOR_COLS; OTHER_BASE_FLAGS; build_company_year(),frozen_generator_code,"Gate B pair-level eligibility bookkeeping for one of the four locked sample designs. It describes sample membership, not company condition, and it is never a predictor feature. It defines membership of main_rule_a_primary only. The listing dates come from the official TSE API as first_observed_trading_date; an unresolved listing date is treated as not eligible, not as eligible-by-default."
pair_final_eligible_main_gate_b_robustness,Gate B pair eligibility for the listing-rule robustness design (main_rule_b_listing_robustness): the main company scope combined with listing rule_b.,boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage124_gate_b,author_derived_from_committed_project_rules,pair_t_to_t_plus_1,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"Pair-level rollup of the Gate B predictor eligibility predictor_eligible_main_gate_b_robustness, which is 1 only when eligible_company_main == 1 AND every base flag (eligible_statement_type, eligible_annual_period, eligible_source_quality, eligible_accounting_quality) == 1 AND the listing rule rule_b holds (first_observed_trading_date <= fiscal_year_start).",project/src/stage124_gate_b_execution.py,SAMPLE_DESIGNS['main_rule_b_listing_robustness']; PREDICTOR_COLS; OTHER_BASE_FLAGS; build_company_year(),frozen_generator_code,"Gate B pair-level eligibility bookkeeping for one of the four locked sample designs. It describes sample membership, not company condition, and it is never a predictor feature. It defines membership of main_rule_b_listing_robustness only. The listing dates come from the official TSE API as first_observed_trading_date; an unresolved listing date is treated as not eligible, not as eligible-by-default."
predictor_eligible_expanded,Stage123 predictor-year eligibility under the EXPANDED company scope.,boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage123_eligibility,author_derived_from_committed_project_rules,predictor_fiscal_year_t,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"AND(eligible_listing, eligible_statement_type, eligible_annual_period, eligible_source_quality, eligible_accounting_quality) AND eligible_company_expanded == 1.",project/src/stage123.py,rebuild_eligibility() :: el['predictor_eligible_expanded'],frozen_generator_code,"Eligibility bookkeeping, not a measurement of the company. Eligibility is recorded per dimension and the counts are NOT additive: one row may fail more than one rule. Stage123 baseline rollup for the expanded scope; see predictor_eligible_main."
predictor_eligible_expanded_t,"The predictor row's EXPANDED-scope Stage123 eligibility, carried onto the pair.",boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage123_pair_construction,author_derived_from_committed_project_rules,predictor_fiscal_year_t,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,Copied onto the pair from the predictor row's predictor_eligible_expanded.,project/src/stage123.py,build_pairs123() :: 'predictor_eligible_expanded_t': int(r.pe_exp),frozen_generator_code,"Gate B pair-level eligibility bookkeeping for one of the four locked sample designs. It describes sample membership, not company condition, and it is never a predictor feature. It is the Stage123 baseline, not the Gate B rollup that defines the locked designs."
predictor_eligible_main,Stage123 predictor-year eligibility under the MAIN company scope: every base quality dimension passes and the company is in the main scope.,boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage123_eligibility,author_derived_from_committed_project_rules,predictor_fiscal_year_t,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"AND(eligible_listing, eligible_statement_type, eligible_annual_period, eligible_source_quality, eligible_accounting_quality) AND eligible_company_main == 1.",project/src/stage123.py,rebuild_eligibility() :: el['predictor_eligible_main'],frozen_generator_code,"Eligibility bookkeeping, not a measurement of the company. Eligibility is recorded per dimension and the counts are NOT additive: one row may fail more than one rule. This is the Stage123 BASELINE rollup. The four locked designs are defined by the Gate B rollups in the pair-level columns, which additionally apply a listing rule; the two can disagree and both are published."
